id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url,rule_score,rules,diff_added,diff_removed,nlp_score,nlp_notes,entropy,kl_divergence,compression_ratio,mass_rule,mass_nlp,is_reverted,revert_by,revert_comment,llm_class,llm_conf,llm_reason,mass_llm,attribution_match,attribution_sim,is_serial,mass_attribution
2009133394,53 Sundays,Asqueladd,False,1774365119,en.wikipedia.org,0,/* Cast */,4749,5199,1345147830,1345148332,False,False,enwiki,https://en.wikipedia.org/wiki/53_Sundays,https://en.wikipedia.org/w/index.php?diff=1345148332&oldid=1345147830,0.0,,"* [[Carmen Machi]] as Natalia<ref name=""mag"">{{Cite web|url=https://elcomercio.pe/mag/fama/que-ver/53-domingos-de-que-trata-y-fecha-de-estreno-guia-completa-de-la-pelicula-espanola-de-netflix-53-sundays-nnda-nnlt-noticia/|website=mag|via=[[El Comercio (Peru)|El Comercio]]|title=Tres hermanos, un padre y una explosiva reunión familiar: así es “53 domingos”, la nueva película española de Netflix|first=Carla|last=Ocaña|date=24 March 2026}}</ref>
* [[Javier Cámara]] as Julián<ref name=""mag"" />
* [[Javier Gutiérrez (actor)|Javier Gutiérrez]] as Víctor<ref name=""mag"" />
* [[Alexandra Jiménez]] as Carol<ref name=""mag"" />","* [[Carmen Machi]]<ref name=""thr"" />
* [[Javier Cámara]]<ref name=""thr"" />
* [[Javier Gutiérrez (actor)|Javier Gutiérrez]]<ref name=""thr"" />
* [[Alexandra Jiménez]]<ref name=""thr"" />",4.5,it:random(0.92);nlp:ext_link(elcomercio.pe),4.0195,0.3037,0.9151,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.1651, ""s"": 0.147, ""t"": 0.6879}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The edit appears to be an incomplete replacement of the cast list. The added entry for Carmen Machi is new and lacks a corresponding reference in the removed text.  Further investigation is needed to determine intent.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.5882,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133401,Musée Bonnat-Helleu,~2026-18378-91,False,1774365119,en.wikipedia.org,0,The museum has been reopened; link added as source,5192,5377,1341318465,1345148334,False,False,enwiki,https://en.wikipedia.org/wiki/Mus%C3%A9e_Bonnat-Helleu,https://en.wikipedia.org/w/index.php?diff=1345148334&oldid=1341318465,0.0,,"The Museum has been closed to the public for extensive renovation since April 2011. An architectural project intended to double the size of the museum will begin in early 2018, with the objective of opening the museum in November 2025.<ref>{{cite web|url=https://mbh.bayonne.fr/ws/musee-bonnat-helleu/app/report/informations-pratiques.html|title=Réouverture fin 2025|website=mbh.bayonne.fr|accessdate=31 May 2023}}</ref><ref>{{cite web|url=https://www.bayonne.fr/information-transversale/actualites/musee-bonnat-helleu-dernieres-finitions-avant-laccrochage-68789|title=Musée Bonnat-Helleu : dernières finitions avant l'accrochage|website=mbh.bayonne.fr|accessdate=9 April 2025}}</ref> On November 27 2025 it has been reopenend. https://orain.eus/es/cultura/2025/11/26/el-museo-bonnathelleu-baiona-abre-hoy-sus-puertas-tras-14-anos-obras-el-espacio-expositivo-duplicado/","The Museum has been closed to the public for extensive renovation since April 2011. An architectural project intended to double the size of the museum will begin in early 2018, with the objective of opening the museum in November 2025.<ref>{{cite web|url=https://mbh.bayonne.fr/ws/musee-bonnat-helleu/app/report/informations-pratiques.html|title=Réouverture fin 2025|website=mbh.bayonne.fr|accessdate=31 May 2023}}</ref><ref>{{cite web|url=https://www.bayonne.fr/information-transversale/actualites/musee-bonnat-helleu-dernieres-finitions-avant-laccrochage-68789|title=Musée Bonnat-Helleu : dernières finitions avant l'accrochage|website=mbh.bayonne.fr|accessdate=9 April 2025}}</ref>",2.5,nlp:ext_link(mbh.bayonne.fr),4.3207,0.0,0.6691,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,"The edit adds new information about the museum's reopening and includes a source. The removed text is identical to the added text, suggesting it was a simple update.","{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133403,Cymbiola palawanica,LionmerterTHE,False,1774365121,en.wikipedia.org,0,"clean up, [[WP:AWB/T|typo(s) fixed]]: 27-40 → 27–40, 76-87 → 76–87",1657,1665,1344187732,1345148337,True,False,enwiki,https://en.wikipedia.org/wiki/Cymbiola_palawanica,https://en.wikipedia.org/w/index.php?diff=1345148337&oldid=1344187732,0.0,,"The length of the shell attains 90&nbsp;mm.<ref>[https://www.gbif.org/occurrence/2570132557 Natural History Museum Rotterdam: description of the length]</ref>
* Douté, H. & Bail, P., 2000. Revision of the ""Cymbiola aulica"" complex. La Conchiglia 293: 27–40
* Poppe, G. T.; Tagaro, S. P.; Bail, P. (2011). Notes on the genus Cymbiola in the Philippines, with the redefinition of Cymbiola cathcartiae Reeve, 1856 and the description of Cymbiola laminusa n. sp. Visaya. 3 (4): 76–87.","The length of the shell attains 90 mm.<ref>[https://www.gbif.org/occurrence/2570132557 Natural History Museum Rotterdam: description of the length]</ref>
* Douté, H. & Bail, P., 2000. Revision of the ""Cymbiola aulica"" complex. La Conchiglia 293: 27-40
* Poppe, G. T.; Tagaro, S. P.; Bail, P. (2011). Notes on the genus Cymbiola in the Philippines, with the redefinition of Cymbiola cathcartiae Reeve, 1856 and the description of Cymbiola laminusa n. sp. Visaya. 3 (4): 76-87.
",0.0,,4.6612,0.0,0.6925,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,0.5972,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133404,Triops,~2026-18355-18,False,1774365120,en.wikipedia.org,0,/* See also */,19927,19936,1332721812,1345148336,False,False,enwiki,https://en.wikipedia.org/wiki/Triops,https://en.wikipedia.org/w/index.php?diff=1345148336&oldid=1332721812,0.0,,* [[hi]],,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133406,Tallinn Hippodrome,~2026-18445-64,False,1774365122,en.wikipedia.org,0,,1876,1881,1256392979,1345148339,False,False,enwiki,https://en.wikipedia.org/wiki/Tallinn_Hippodrome,https://en.wikipedia.org/w/index.php?diff=1345148339&oldid=1256392979,1.0,rule:no_comment,|closed       = 2022,|closed       =,2.0,it:random(1.73),3.0272,0.5601,1.7273,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,"The edit adds a closing date for the Tallinn Hippodrome, which is likely factual information and not vandalism.","{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133407,Gary Magness,Gjb0zWxOb,False,1774365123,en.wikipedia.org,0,added [[Category:Film producers from Montana]] using [[WP:HC|HotCat]],2629,2670,1345148309,1345148341,False,False,enwiki,https://en.wikipedia.org/wiki/Gary_Magness,https://en.wikipedia.org/w/index.php?diff=1345148341&oldid=1345148309,0.0,,[[Category:Film producers from Montana]],,2.0,it:random(1.22),4.0515,0.2279,1.2222,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a legitimate categorization of the subject based on their presumed origin.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133408,Foyles,BenCol139,False,1774365122,en.wikipedia.org,0,/* Christina Foyle's era */,21477,21468,1337428511,1345148338,True,False,enwiki,https://en.wikipedia.org/wiki/Foyles,https://en.wikipedia.org/w/index.php?diff=1345148338&oldid=1337428511,0.0,,"<blockquote>From the Staff Rules in 1985: ‘Employment is on a weekly basis’<ref name=""pP/107-reasons-foyles""/></blockquote>","<blockquote>From the Staff Rules in 1985 (1985!!): ‘Employment is on a weekly basis’<ref name=""pP/107-reasons-foyles""/></blockquote>",2.0,it:random(1.12),4.2755,0.0162,1.1194,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a stylistic change removing unnecessary emphasis on the year (1985!!). There's no factual tampering or indication of malicious intent.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133409,The Magnetic Lady,~2026-14737-13,False,1774365123,en.wikipedia.org,0,added important historical reference,6067,6476,1217824662,1345148340,False,False,enwiki,https://en.wikipedia.org/wiki/The_Magnetic_Lady,https://en.wikipedia.org/w/index.php?diff=1345148340&oldid=1217824662,0.0,,"
== Historical Influence ==
The phrase used in English common law, for sworn oaths, ""the truth, the whole truth, and nothing but the truth"", appeared for the first time in writing, in the Magnetic Lady, V, x, 82.<ref>{{Cite web |title=The TRUTH, the whole truth, and nothing but the truth |url=https://tilleyproverbs.com/proverbs/T590 |access-date=2026-03-24 |website=Tilley’s Proverbs |language=en}}</ref>",,2.5,nlp:ext_link(tilleyproverbs.com),4.1973,0.0,0.7415,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,"The added text makes a bold claim about the origin of a common legal phrase. While it provides a source, the claim itself requires verification and may be historically inaccurate.  Further investigation is needed.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.6449,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133412,Dilettante Music,WBritten,False,1774365124,en.wikipedia.org,0,"sp, links",4223,4263,1208496857,1345148342,True,False,enwiki,https://en.wikipedia.org/wiki/Dilettante_Music,https://en.wikipedia.org/w/index.php?diff=1345148342&oldid=1208496857,0.0,,"In 2009 Dilettante held a 'Digital Composer-in-Residence' competition which was the first such position to be offered anywhere in the world.<ref>{{Cite web |url=http://www.bbcmusicmagazine.com/news/world%E2%80%99s-first-digital-composer-residence |title=World's first digital composer-in-residence &#124; BBC Music Magazine |access-date=2010-03-18 |archive-url=https://web.archive.org/web/20091107045848/http://www.bbcmusicmagazine.com/news/world%E2%80%99s-first-digital-composer-residence |archive-date=2009-11-07 |url-status=dead}}</ref> The competition consisted of a preliminary period where applicants were judged on their compositions by a judging panel including [[Nico Muhly]], [[Michael Christie (conductor)|Michael Christie]]<ref>{{Cite web |url=http://www.artsjournal.com/realcleararts/2009/11/composer-competition.html |title=Prizes Everywhere! Your Chance to Influence Classical Music - Real Clear Arts |access-date=2010-03-18 |archive-date=2010-01-14 |archive-url=https://web.archive.org/web/20100114142320/http://www.artsjournal.com/realcleararts/2009/11/composer-competition.html |url-status=dead }}</ref> and [[Jennifer Higdon]], a period with voting open to the public, and a final event held at [[Wilton's Music Hall]], [[London]]. The final took place on November 5, 2009 and was presented by conductor [[Charles Hazlewood]]. The finalists were Canadian [[Aaron Gervais]], Taiwanese Chiayu and American David T. Little, whose compositions were performed by the [[London Sinfonietta]] alongside works that inspired them, including pieces by ""great modernist iconoclasts, [[Charles Ives]] and [[György Ligeti]]... [and] [[Jonathan Harvey (composer)|Jonathan Harvey]], a composer of lofty spiritual inclinations.""<ref>{{Cite web|url=https://www.telegraph.co.uk/culture/music/classicalmusic/6486015/Composers-in-Cyberspace.html|title=Composers in Cyberspace|date=2 November 2009 }}</ref> The title was won by David T. Little who took a £1,000 prize and has a dedicated section on the website.","In 2009 Dilettante held a 'Digital Composer-in-Residence' competition which was the first such position to be offered anywhere in the world.<ref>{{Cite web |url=http://www.bbcmusicmagazine.com/news/world%E2%80%99s-first-digital-composer-residence |title=World's first digital composer-in-residence &#124; BBC Music Magazine |access-date=2010-03-18 |archive-url=https://web.archive.org/web/20091107045848/http://www.bbcmusicmagazine.com/news/world%E2%80%99s-first-digital-composer-residence |archive-date=2009-11-07 |url-status=dead}}</ref> The competition consisted of a preliminary period where applicants were judged on their compositions by a judging panel including [[Nico Muhly]], [[Michael Christie (conductor)|Michael Christie]]<ref>{{Cite web |url=http://www.artsjournal.com/realcleararts/2009/11/composer-competition.html |title=Prizes Everywhere! Your Chance to Influence Classical Music - Real Clear Arts |access-date=2010-03-18 |archive-date=2010-01-14 |archive-url=https://web.archive.org/web/20100114142320/http://www.artsjournal.com/realcleararts/2009/11/composer-competition.html |url-status=dead }}</ref> and [[Jennifer Higdon]], a period with voting open to the public, and a final event held at [[Wilton's Music Hall]], [[London]]. The final took place on November 5, 2009 and was presented by conductor [[Charles Hazlewood]]. The finalists were Canadian [[Aaron Gervais]], Taiwanese Chiayu and American David T. Little, whose compositions were performed by the [[London Sinfonietta]] alongside works that inspired them, including pieces by ""great modernist iconoclasts, Charles Ives and Gyorgy Ligeti... [and] Jonathan Harvey, a composer of lofty spiritual inclinations.""<ref>{{Cite web|url=https://www.telegraph.co.uk/culture/music/classicalmusic/6486015/Composers-in-Cyberspace.html|title=Composers in Cyberspace|date=2 November 2009 }}</ref> The title was won by David T. Little who took a £1,000 prize and has a dedicated section on the website.",2.5,nlp:ext_link(bbcmusicmagazine.com),4.3161,0.0,0.5818,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a duplicate of the existing text with a partially incomplete reference tag. This is likely an error rather than vandalism.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133415,T'Souke,PersusjCP,False,1774365125,en.wikipedia.org,0,fix double redirect,29,35,623613616,1345148346,True,False,enwiki,https://en.wikipedia.org/wiki/T%27Souke,https://en.wikipedia.org/w/index.php?diff=1345148346&oldid=623613616,0.0,,#redirect [[T'Sou-ke First Nation]],#redirect [[T'Sou-ke Nation]],2.0,it:random(1.28),3.7194,0.2303,1.2759,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a correction of a double redirect. It replaces one redirect with another that points to the more appropriate page title.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133418,CENAPRED,Itzcuauhtli11,False,1774365126,en.wikipedia.org,0,more citations,1974,1972,1345148291,1345148349,False,False,enwiki,https://en.wikipedia.org/wiki/CENAPRED,https://en.wikipedia.org/w/index.php?diff=1345148349&oldid=1345148291,0.0,,{{more citations|date=March 2026}},{{Unreferenced|date=September 2024}},5.5,ned:year_change(2024);ned:date_change;ned:number_change,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.21, ""s"": 0.1203, ""t"": 0.6697}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.6,The edit changes the citation template to a future date (March 2026) which is unusual and could be an attempt to mislead readers.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.4305,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133420,Abhidnya Bhave,~2026-18498-98,False,1774365126,en.wikipedia.org,0,,9899,9890,1329195670,1345148347,False,False,enwiki,https://en.wikipedia.org/wiki/Abhidnya_Bhave,https://en.wikipedia.org/w/index.php?diff=1345148347&oldid=1329195670,1.0,rule:no_comment,"'''Abhidnya Bhave''' (born 13 March 1989) is an Indian actress, who acts in [[Marathi-language]] television and film. She debuted in 2011 with [[Love U Zindagi]]. She portrayed Monika in ''[[Khulta Kali Khulena]]'' in 2016. She was seen in ''[[Tula Pahate Re]]'' as Mayra and in ''[[Tu Tevha Tashi]]'' as Pushpavalli.<ref>{{Cite web |date=16 March 2022 |title=Tu Tevha Tashi : 'तू तेव्हा तशी' मालिकेत पुष्पवल्लीच्या भूमिकेत दिसणार अभिज्ञा भावे |url=https://marathi.abplive.com/entertainment/television/abhijna-bhave-will-be-seen-in-the-role-of-pushpavalli-in-the-serial-tu-teva-tashi-1042083 |access-date=12 April 2022 |website=ABP Majha |language=mr}}</ref>","'''Abhidnya Bhave''' (born 13 March 1989) is an Indian actress, who acts in [[Marathi-language]] television and film. She debuted in 2013 with ''Lagori - Maitri Returns''. She portrayed Monika in ''[[Khulta Kali Khulena]]'' in 2016. She was seen in ''[[Tula Pahate Re]]'' as Mayra and in ''[[Tu Tevha Tashi]]'' as Pushpavalli.<ref>{{Cite web |date=16 March 2022 |title=Tu Tevha Tashi : 'तू तेव्हा तशी' मालिकेत पुष्पवल्लीच्या भूमिकेत दिसणार अभिज्ञा भावे |url=https://marathi.abplive.com/entertainment/television/abhijna-bhave-will-be-seen-in-the-role-of-pushpavalli-in-the-serial-tu-teva-tashi-1042083 |access-date=12 April 2022 |website=ABP Majha |language=mr}}</ref>",7.5,ned:bio_year_change(2013->2011);ned:number_change;nlp:ext_link(marathi.abplive.com),4.3402,0.0,0.7312,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.3047, ""s"": 0.075, ""t"": 0.6203}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The edit changed the debut year of Abhidnya Bhave from 2013 to 2011. This requires further investigation as it could be a factual error or vandalism.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.6262,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133427,Province of the Anglican Church of the Congo,Iulian Sendrea,False,1774365128,en.wikipedia.org,0,,11361,11394,1342831035,1345148352,False,False,enwiki,https://en.wikipedia.org/wiki/Province_of_the_Anglican_Church_of_the_Congo,https://en.wikipedia.org/w/index.php?diff=1345148352&oldid=1342831035,1.0,rule:no_comment,"| leader_title1      = [[Pope]]
| leader_name1       = [[Pope Leo XIV|Leo XIV]]
","| leader_title1      =
| leader_name1       =",2.0,it:random(1.05),3.7276,0.2922,1.0513,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),VANDALISM,0.95,The added text incorrectly identifies the leader of the Anglican Church of the Congo as the Pope. This is factually incorrect and appears to be an attempt to insert inappropriate information.,"{""v"": 0.7, ""s"": 0.05, ""t"": 0.25}",,0.5769,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133429,2026 Bangladeshi general election,Loyal luz,False,1774365109,en.wikipedia.org,0,,381885,381987,1345142884,1345148326,False,False,enwiki,https://en.wikipedia.org/wiki/2026_Bangladeshi_general_election,https://en.wikipedia.org/w/index.php?diff=1345148326&oldid=1345142884,1.0,rule:no_comment,"| [[Md. Sadiq Riaz]]
| 58.63
| 41.37
| style=""background:{{party color|Bangladesh Nationalist Party}}; color:white;"" | 17.26","| Md. Sadiq Riaz
|
|
|",2.0,it:random(1.12),4.862,0.0,1.1231,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,"The edit adds a new entry with a name and percentages without context.  This could be factual information about a candidate, but the lack of surrounding text makes it difficult to assess. Further investigation is needed.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.5409,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133428,Jeff Fatt,Jena Fi,False,1774365128,en.wikipedia.org,0,Reverted 3 edits by [[Special:Contributions/Spaceboyjack007|Spaceboyjack007]] ([[User talk:Spaceboyjack007|talk]]): OK,21512,21505,1345140271,1345148353,False,False,enwiki,https://en.wikipedia.org/wiki/Jeff_Fatt,https://en.wikipedia.org/w/index.php?diff=1345148353&oldid=1345140271,0.0,,{{Short description|Australian musician and actor (born 1953)}},{{Short description|was an Australian musician and actor (born 1953)}},0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,0.5638,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133433,Polar Bears International,~2026-18115-10,False,1774365129,en.wikipedia.org,0,"/* Controversies and disputes */ Citation does not back up claim, section draws conclusions not present in the cited sources, uses terms such as ""Observers have..."" and ""...has been cited..."" without relevant citation.",50302,48656,1345147919,1345148356,False,False,enwiki,https://en.wikipedia.org/wiki/Polar_Bears_International,https://en.wikipedia.org/w/index.php?diff=1345148356&oldid=1345147919,0.0,,,"
Observers have also noted overlap in policy positions between PBI and other environmental organisations that opposed the uplisting, including WWF.<ref>{{Cite news |last=Cruise |first=Adam |date=2025-02-15 |title=WWF helping facilitate trade in polar bear fur, investigation reveals |url=https://www.theguardian.com/environment/2025/feb/15/wwf-helping-facilitate-trade-in-polar-bear-fur-investigation-reveals |access-date=2026-03-04 |work=The Guardian |language=en-GB |issn=0261-3077}}</ref> Conservation scientist Geoff York,<ref>{{Cite web |title=Geoff York - PBI |url=https://www.arctic-relations.info/geoffyorkpbi |access-date=2026-03-04 |website=Arctic Relations |language=en}}</ref> who previously worked in WWF's Global Arctic Programme<ref>{{Cite web |title=Rolling on the tundra: Up close with polar bears |url=https://wwf.panda.org/es/?150621/Rolling-on-the-tundra-Up-close-with-polar-bears |access-date=2026-03-04 |website=wwf.panda.org |language=es}}</ref> before later becoming Senior Director of Research and Policy at Polar Bears International,<ref>{{Cite web |title=Our Members |url=https://www.iucn-pbsg.org/our-members/ |access-date=2026-03-04 |website=Polar Bear Specialist Group |language=en-US}}</ref> has been cited as an example of continuity between the organisations in debates over polar bear trade and management policies.<ref>{{Cite news |date=2013-03-06 |title=Ban is not the best way to protect polar bears |url=https://www.politico.eu/article/ban-is-not-the-best-way-to-protect-polar-bears/#:~:text=Leading%20experts%20and,ban%20international%20trade. |access-date=2026-03-04 |work=POLITICO |language=en-GB}}</ref>",5.5,nlp:markup_del;nlp:citation_strip(5),0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.21, ""s"": 0.1203, ""t"": 0.6697}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,"The added text makes a controversial claim about WWF and PBI without strong sourcing. The citation provided appears fabricated (2025 date, non-existent article).  Further investigation is needed.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
2009133436,Bojinka plot,KingEuronIIIGreyjoy,False,1774365131,en.wikipedia.org,0,,45447,45446,1344663934,1345148355,True,False,enwiki,https://en.wikipedia.org/wiki/Bojinka_plot,https://en.wikipedia.org/w/index.php?diff=1345148355&oldid=1344663934,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,No changes were made to the text.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}",,0.0,False,"{""v"": 0.0, ""s"": 0.05, ""t"": 0.95}"
